mean_conf,mean_acc,n
0.04735216626624275,0.03613666228646518,1522
0.09435607582294116,0.10604870384917518,1273
0.15962683174760353,0.14022988505747128,435
0.2274371872126314,0.18787878787878787,165
0.2938782477373626,0.1978021978021978,91
0.3559024944018192,0.3333333333333333,21
0.4098097710951831,0.3333333333333333,3
0.5,,0
0.5666666666666667,,0
0.6333333333333333,,0
0.7,,0
0.7666666666666666,,0
0.8333333333333334,,0
0.9,,0
0.9666666666666667,,0
