mean_conf,mean_acc,n
0.02319001438763948,0.043400713436385255,1682
0.11257652295553458,0.11541218637992831,1395
0.17865530099045282,0.1534090909090909,352
0.23333333333333334,,0
0.27777777777777773,0.24691358024691357,81
0.3666666666666667,,0
0.43333333333333335,,0
0.5,,0
0.5666666666666667,,0
0.6333333333333333,,0
0.7,,0
0.7666666666666666,,0
0.8333333333333334,,0
0.9,,0
0.9666666666666667,,0
