mean_conf,mean_acc,n
0.03404210284183353,0.04295942720763723,1676
0.11163289735538225,0.10458715596330276,1090
0.18127500314830325,0.13716814159292035,452
0.23975223376010046,0.19330855018587362,269
0.3,,0
0.3666666666666667,,0
0.4053458416588888,1.0,1
0.500303030657671,0.26666666666666666,15
0.5666666666666667,,0
0.6120819516628582,0.0,1
0.7,,0
0.7666666666666666,,0
0.8333333333333334,,0
0.9,,0
1.0,0.5,6
