mean_conf,mean_acc,n
0.047073407578507025,0.03822937625754527,1491
0.0950797914322931,0.10258481421647819,1238
0.16036157957604052,0.1292372881355932,472
0.22988058932230596,0.18579234972677597,183
0.29588762506932176,0.16666666666666666,90
0.3649004568014539,0.36666666666666664,30
0.4213457007553325,0.5,6
0.5,,0
0.5666666666666667,,0
0.6333333333333333,,0
0.7,,0
0.7666666666666666,,0
0.8333333333333334,,0
0.9,,0
0.9666666666666667,,0
