mean_conf,mean_acc,n
0.03019771717263873,0.03931203931203931,1628
0.11215202968936644,0.11153262518968134,1318
0.19322155789552636,0.125,224
0.21883857708278562,0.18360655737704917,305
0.3,,0
0.3519410790471171,1.0,1
0.4436820004161366,0.2962962962962963,27
0.5,,0
0.5666666666666667,,0
0.6333333333333333,,0
0.7,,0
0.7666666666666666,,0
0.8333333333333334,,0
0.9,,0
1.0,0.5714285714285714,7
