category_id,category_title,n,accuracy,precision_pos,recall_pos,f1_pos,precision_macro,recall_macro,f1_macro,roc_auc,pr_auc,mcc,tp,fp,tn,fn
24.0,Entertainment,815,0.838036809815951,0.09473684210526316,0.16363636363636364,0.12,0.5154239766081872,0.5252392344497607,0.5154054054054054,0.7213875598086124,0.1355510679927911,0.039460834343012105,9,86,674,46
20.0,Gaming,2313,0.8166882836143536,0.20059880239520958,0.29910714285714285,0.24014336917562723,0.5606329029661747,0.5856473962251248,0.5679576236241951,0.6757291595431855,0.18342816165925468,0.14412564330643615,67,267,1822,157
10.0,Music,382,0.743455497382199,0.06329113924050633,0.1724137931034483,0.09259259259259259,0.4920416092242136,0.48139103252906124,0.47160117434507676,0.5793689557487545,0.12491176920713384,-0.024339057916659704,5,74,279,24
